	Time	VacSampleX	VacSampleY	Energy	Pilatus_Tiff	Pilatus_Trigger	Pilatus_filename	PilatusAcqTime	Keysight1	Keysight2	Keysight3	Keysight4	Keysight1:StandardDeviation	Keysight2:StandardDeviation	Keysight3:StandardDeviation	Keysight4:StandardDeviation	PilatusPos	SampleName	SampleThickness	Empty_Index	Background_Index	Reference_Index	MaskFile	x_Center	y_Center	SampleToDet_Distance	
64	4410.404	53.2699999999999	-4.9999999999586E-6	8303.985331	442	443	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00442.tif	600	9.40477716666666E-7	5.68261066666667E-10	5.50935146666667E-13	1.23329440333333E-7	3.170104677425E-9	2.45986875784026E-11	2.37567221015479E-14	3.98785595558898E-10	3012.876	207	0.09635023	54	57	55	mask_short2.edf	456.736	556.579	0.80169	3
65	5015.215	43.5099999999999	4.16333634234434E-17	8303.985331	443	444	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00443.tif	600	9.54761103161398E-7	5.73258119800333E-10	5.56758865224626E-13	1.23307272212978E-7	1.27390864900371E-9	3.22542257173474E-11	1.7624717887297E-14	1.64575061425672E-10	3012.876	193neu	0.09644833	54	57	55	mask_short2.edf	456.736	556.579	0.80169	3
66	5622.948	22.9999999999999	9.49998	8303.985331	444	445	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00444.tif	150	1.09642198666667E-6	5.69641466666667E-10	5.60292253333333E-13	1.23259000666667E-7	1.19792598725995E-9	2.39107974089904E-11	1.45593634297319E-14	1.34636858090946E-10	3012.876	203	0.1	54	70	55	mask_short2.edf	456.736	556.579	0.80169	16
67	5777.521	22.9999999999999	1.000001	8303.985331	445	446	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00445.tif	300	1.14460402666667E-6	5.48844133333333E-10	5.6199877E-13	1.23114603E-7	4.222130169696E-9	2.76844058271481E-11	1.860927742529E-14	4.05199825542572E-10	3012.876	217	0.1	54	70	55	mask_short2.edf	456.736	556.579	0.80169	16
68	6082.81	22.9999999999999	-9.149982	8303.985331	446	447	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00446.tif	300	1.13452188039867E-6	5.38408139534884E-10	5.4952246179402E-13	1.22997910963455E-7	4.57173516500914E-9	2.3899588027003E-11	1.84051464196667E-14	4.15821843076349E-10	3012.876	195	0.1	54	70	55	mask_short2.edf	456.736	556.579	0.80169	16
69	6391.744	12.9999999999999	7.800005	8303.985331	447	448	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00447.tif	600	1.12987214143095E-6	5.47226272878536E-10	5.4229603826955E-13	1.23016017138103E-7	4.14890099282905E-9	3.03398223091713E-11	2.39949366004621E-14	3.5059628029371E-10	3012.876	232	0.1	54	70	55	mask_short2.edf	456.736	556.579	0.80169	16
70	6996.067	12.9999999999999	1.61000000000042E-4	8303.985331	448	449	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00448.tif	600	1.14477260898502E-6	5.27355956738769E-10	5.38457239600666E-13	1.22952099667222E-7	1.4999614845674E-9	3.14608369478328E-11	2.15530918932566E-14	1.6355800163824E-10	3012.876	empty Kapton Hexane	0.1	54	54	55	mask_short2.edf	456.736	556.579	0.80169	0
71	7601.366	12.9999999999999	-9.150003	8303.985331	449	450	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00449.tif	600	1.1306425391015E-6	5.37370782029951E-10	5.32472196339434E-13	1.2282877953411E-7	1.53247341865521E-9	2.61701185939373E-11	2.43641074154459E-14	1.67588572394145E-10	3012.876	Empty Kapton	0.1	54	54	55	mask_short2.edf	456.736	556.579	0.80169	0
72	34.665	133	-7.99999999995856E-6	8323.985784	450	451	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00450.tif	600	1.49245762728785E-6	5.15217870216306E-10	5.41695507487521E-13	1.21337353410981E-7	4.41452568129925E-9	3.37237814871019E-11	2.48464543170723E-14	3.52300443786944E-10	3012.876	Empty	1	72	72	73	mask_short2.edf	456.736	556.579	0.80169	0
73	639.834	123	1.00000000004177E-6	8323.985784	451	452	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00451.tif	300	1.43000083056478E-6	5.02394717607973E-10	5.44331142857143E-13	1.20934689368771E-7	1.89852279800083E-9	2.32431294580425E-11	2.07383599414914E-14	1.59844991642731E-10	3012.876	GC	0.0054	72	72	73	mask_short2.edf	456.736	556.579	0.80169	0
74	944.87	113	4.16333634234434E-17	8323.985784	452	453	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00452.tif	10	1.05696490909091E-6	4.93820909090909E-10	5.65690181818182E-13	1.21054763636364E-7	2.95110302953193E-10	2.12520231764157E-11	6.05345164048053E-15	3.48234194968631E-11	3012.876	AgBeh	0.02	72	72	73	mask_short2.edf	456.736	556.579	0.80169	0
75	963.586	88.1599999999999	4.16333634234434E-17	8323.985784	453	454	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00453.tif	600	1.13368954076539E-6	5.07885008319468E-10	5.49098610648919E-13	1.20886052079867E-7	1.37018807544276E-9	2.86627022866819E-11	1.89930041455134E-14	1.46101190161117E-10	3012.876	Empty Cap	0.1069038	72	72	73	mask_short2.edf	456.736	556.579	0.80169	0
76	1567.642	83.0999999999999	4.16333634234434E-17	8323.985784	454	455	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00454.tif	600	9.0679518469218E-7	5.1876544093178E-10	5.38280287853578E-13	1.20787389517471E-7	1.06993688014733E-9	2.85138244748096E-11	2.21958275707095E-14	1.41071304925077E-10	3012.876	Hexane Cap	0.09617711	72	72	73	mask_short2.edf	456.736	556.579	0.80169	0
77	2171.577	78.5599999999999	4.16333634234434E-17	8323.985784	455	456	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00455.tif	300	9.29603636666667E-7	5.547222E-10	5.33972116666667E-13	1.20580008333333E-7	1.17373236737464E-9	2.58891913984237E-11	2.24683036198754E-14	1.51769036252822E-10	3012.876	223	0.1061594	72	75	73	mask_short2.edf	456.736	556.579	0.80169	3
78	2475.306	73.0299999999999	4.16333634234434E-17	8323.985784	456	457	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00456.tif	300	9.34899704318937E-7	5.39328405315617E-10	5.40383E-13	1.20591413953488E-7	1.22669162748745E-9	2.75461777284711E-11	2.61410365582545E-14	1.59303907060226E-10	3012.876	214neu	0.1043762	72	75	73	mask_short2.edf	456.736	556.579	0.80169	3
79	2778.932	68.5899999999999	-9.99999999958499E-7	8323.985784	457	458	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00457.tif	420	9.46373878571429E-7	5.42898238095238E-10	5.57636854761904E-13	1.20582210952381E-7	1.06983859867958E-9	2.84772931314744E-11	1.85415464656229E-14	1.37186660199042E-10	3012.876	211	0.1038688	72	75	73	mask_short2.edf	456.736	556.579	0.80169	3
80	3202.679	63.3299999999999	4.16333634234434E-17	8323.985784	458	459	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00458.tif	600	9.34550104825292E-7	5.46026422628953E-10	5.62812647254576E-13	1.20609532113145E-7	1.23589574290338E-9	2.62742901397496E-11	2.26023766585588E-14	1.584543913886E-10	3012.876	187	0.1011847	72	75	73	mask_short2.edf	456.736	556.579	0.80169	3
81	3806.701	57.9399999999999	4.16333634234434E-17	8323.985784	459	460	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00459.tif	600	9.17449567387688E-7	5.6170084858569E-10	5.69936123128119E-13	1.20487114808652E-7	1.33526153962506E-9	2.85884255328161E-11	2.89083520160088E-14	1.6935280805756E-10	3012.876	193	0.0943534	72	75	73	mask_short2.edf	456.736	556.579	0.80169	3
82	4410.428	53.2699999999999	4.16333634234434E-17	8323.985784	460	461	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00460.tif	600	9.264093E-7	5.56894783333334E-10	5.4571411E-13	1.20412120166667E-7	1.21114319263053E-9	3.02195156065115E-11	2.43794616392076E-14	1.55151850901103E-10	3012.876	207	0.09635023	72	75	73	mask_short2.edf	456.736	556.579	0.80169	3
83	5015.249	43.5099999999999	4.16333634234434E-17	8323.985784	461	462	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00461.tif	600	9.40602980033279E-7	5.48043743760399E-10	5.21514693843594E-13	1.2040576921797E-7	1.19127450080435E-9	3.42414439793977E-11	2.13998675677238E-14	1.53316017213531E-10	3012.876	193neu	0.09644833	72	75	73	mask_short2.edf	456.736	556.579	0.80169	3
84	5622.991	22.9999999999999	9.499988	8323.985784	462	463	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00462.tif	150	1.07878582E-6	5.49536066666667E-10	4.95006413333334E-13	1.20408758E-7	1.1933036206855E-9	2.72625199093482E-11	1.80195060711853E-14	1.33037913690782E-10	3012.876	203	0.1	72	88	73	mask_short2.edf	456.736	556.579	0.80169	16
85	5777.52	22.9999999999999	0.999996	8323.985784	463	464	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00463.tif	300	1.12708612666667E-6	5.30272533333333E-10	5.00258753333333E-13	1.20369563E-7	1.44852668915215E-9	2.67093757463195E-11	2.33412471894789E-14	1.57341423692712E-10	3012.876	217	0.1	72	88	73	mask_short2.edf	456.736	556.579	0.80169	16
86	6082.813	22.9999999999999	-9.149966	8323.985784	464	465	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00464.tif	300	1.11864113953488E-6	5.43689003322259E-10	5.10079797342193E-13	1.20438883056479E-7	1.51406381430964E-9	2.83126348297597E-11	1.7484225102135E-14	1.66231773974273E-10	3012.876	195	0.1	72	88	73	mask_short2.edf	456.736	556.579	0.80169	16
87	6391.761	12.9999999999999	7.799999	8323.985784	465	466	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00465.tif	600	1.11230015806988E-6	5.35624326123128E-10	5.24679039933444E-13	1.20279955906822E-7	1.47990062052792E-9	2.80843144403919E-11	1.98795708192708E-14	1.6073362675315E-10	3012.876	232	0.1	72	88	73	mask_short2.edf	456.736	556.579	0.80169	16
88	6996.094	12.9999999999999	1.50000000000042E-4	8323.985784	466	467	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00466.tif	600	1.12884411813644E-6	5.36995574043262E-10	5.16953647254576E-13	1.20379259567388E-7	1.42971799119724E-9	2.96838028512445E-11	2.18483911541643E-14	1.54241063963001E-10	3012.876	empty Kapton Hexane	0.1	72	72	73	mask_short2.edf	456.736	556.579	0.80169	0
89	7601.427	12.9999999999999	-9.149996	8323.985784	467	468	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00467.tif	600	1.115156135E-6	5.0514485E-10	5.13802543333334E-13	1.20291860166667E-7	1.40385134818057E-9	3.0432674338993E-11	2.74391237240313E-14	1.50284016913132E-10	3012.876	Empty Kapton	0.1	72	72	73	mask_short2.edf	456.736	556.579	0.80169	0
90	36.312	133	7.00000000004169E-6	8329.990438	468	469	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00468.tif	600	1.472527425E-6	5.17573733333334E-10	4.73405825000001E-13	1.196540955E-7	1.92376182178395E-9	3.24388203881686E-11	1.85379353659039E-14	1.5773223108892E-10	3012.876	Empty	1	90	90	91	mask_short2.edf	456.736	556.579	0.80169	0
91	641.22	123	4.16333634234434E-17	8329.990438	469	470	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00469.tif	300	1.41536657E-6	4.87027233333333E-10	4.95254103333333E-13	1.19630429E-7	1.91377713650114E-9	3.02543978065064E-11	2.02590498778323E-14	1.62870068016975E-10	3012.876	GC	0.0054	90	90	91	mask_short2.edf	456.736	556.579	0.80169	0
92	946.118	113	1.00000000004177E-6	8329.990438	470	471	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00470.tif	10	1.04511263636364E-6	4.93701818181818E-10	5.05875090909091E-13	1.19531827272727E-7	6.33424387393985E-10	1.51424633519001E-11	1.34476550034164E-14	6.97207729576886E-11	3012.876	AgBeh	0.02	90	90	91	mask_short2.edf	456.736	556.579	0.80169	0
93	964.834	88.1599999999999	4.16333634234434E-17	8329.990438	471	472	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00471.tif	600	1.12334763E-6	5.02054133333333E-10	5.153557E-13	1.196591655E-7	1.57037251828249E-9	2.80632940636887E-11	3.01403810706688E-14	1.64698302595635E-10	3012.876	Empty Cap	0.1069038	90	90	91	mask_short2.edf	456.736	556.579	0.80169	0
94	1568.494	83.0999999999999	4.16333634234434E-17	8329.990438	472	473	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00472.tif	600	8.985627437604E-7	5.48392861896839E-10	5.03175008319468E-13	1.19553698502496E-7	1.20949918185131E-9	2.69477694957467E-11	1.81101711336915E-14	1.63935773138193E-10	3012.876	Hexane Cap	0.09617711	90	90	91	mask_short2.edf	456.736	556.579	0.80169	0
95	2172.292	78.5599999999999	1.00000000004177E-6	8329.990438	473	474	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00473.tif	300	9.22498713333333E-7	5.57688100000001E-10	5.02259526666667E-13	1.19555777E-7	1.09807426652519E-9	2.64541806457019E-11	1.9154262770383E-14	1.43518779157661E-10	3012.876	223	0.1061594	90	93	91	mask_short2.edf	456.736	556.579	0.80169	3
96	2476.022	73.0299999999999	1.00000000004177E-6	8329.990438	474	475	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00474.tif	300	9.27884664451827E-7	5.58400863787376E-10	5.00673946843854E-13	1.19536246511628E-7	1.20038724739105E-9	2.34627602507616E-11	2.63885295876289E-14	1.55791141477269E-10	3012.876	214neu	0.1043762	90	93	91	mask_short2.edf	456.736	556.579	0.80169	3
97	2779.716	68.5899999999999	-9.99999999958499E-7	8329.990438	475	476	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00475.tif	420	9.39066297619048E-7	5.72632238095238E-10	4.97994526190477E-13	1.19516322380952E-7	1.20809139971519E-9	2.88527278565508E-11	1.94628286067672E-14	1.5303780406825E-10	3012.876	211	0.1038688	90	93	91	mask_short2.edf	456.736	556.579	0.80169	3
98	3203.479	63.3299999999999	1.00000000004177E-6	8329.990438	476	477	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00476.tif	600	9.26176762063228E-7	5.60225241264559E-10	5.17899898502496E-13	1.19430211314476E-7	1.33678121681325E-9	2.78023576275472E-11	2.01602133635703E-14	1.67654354665856E-10	3012.876	187	0.1011847	90	93	91	mask_short2.edf	456.736	556.579	0.80169	3
99	3807.587	57.9399999999999	-2.99999999995833E-6	8329.990438	477	478	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00477.tif	600	9.09909640599001E-7	5.71468768718802E-10	5.03440547420965E-13	1.1942001031614E-7	1.09758079761006E-9	2.89358341705935E-11	2.12263365985476E-14	1.43457503672926E-10	3012.876	193	0.0943534	90	93	91	mask_short2.edf	456.736	556.579	0.80169	3
100	4411.195	53.2699999999999	-3.99999999995846E-6	8329.990438	478	479	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00478.tif	600	9.19823925124793E-7	5.6948081530782E-10	4.87172575707155E-13	1.19369084193012E-7	1.11540456907687E-9	3.71012321201621E-11	2.73023149137213E-14	1.45457893562779E-10	3012.876	207	0.09635023	90	93	91	mask_short2.edf	456.736	556.579	0.80169	3
101	5016.092	43.5099999999999	-9.99999999958499E-7	8329.990438	479	480	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00479.tif	600	9.3523945923461E-7	5.71890449251248E-10	5.0403706156406E-13	1.19473341597338E-7	1.29491143664391E-9	3.1559666558724E-11	2.34561369687737E-14	1.65709906463418E-10	3012.876	193neu	0.09644833	90	93	91	mask_short2.edf	456.736	556.579	0.80169	3
102	5623.706	22.9999999999999	9.500012	8329.990438	480	481	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00480.tif	150	1.06643472666667E-6	5.8875E-10	5.04277920000002E-13	1.19513654666667E-7	1.33521445828743E-9	2.34779168267436E-11	2.6042815310736E-14	1.50589416718903E-10	3012.876	203	0.1	90	106	91	mask_short2.edf	456.736	556.579	0.80169	16
103	5778.278	22.9999999999999	1	8329.990438	481	482	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00481.tif	300	1.12021539E-6	5.71022433333334E-10	4.8855084E-13	1.19526689E-7	2.11116686764535E-9	2.40192430884216E-11	1.90618897149807E-14	1.50818516309747E-10	3012.876	217	0.1	90	106	91	mask_short2.edf	456.736	556.579	0.80169	16
104	6083.571	22.9999999999999	-9.149577	8329.990438	482	483	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00482.tif	300	1.11037446843854E-6	5.96630631229236E-10	4.87059584717608E-13	1.19448203322259E-7	1.22690825105252E-9	2.6664190492123E-11	2.05675473649704E-14	1.32877536058297E-10	3012.876	195	0.1	90	106	91	mask_short2.edf	456.736	556.579	0.80169	16
105	6392.555	12.9999999999999	7.799999	8329.990438	483	484	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00483.tif	600	1.10344837271215E-6	5.76986306156406E-10	5.23048883527453E-13	1.19317132945092E-7	1.4461550104285E-9	2.97741060487034E-11	2.05269722108843E-14	1.57876467571369E-10	3012.876	232	0.1	90	106	91	mask_short2.edf	456.736	556.579	0.80169	16
106	6996.88	12.9999999999999	5.00000000004143E-6	8329.990438	484	485	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00484.tif	600	1.1204788202995E-6	5.27762545757071E-10	5.13638613976706E-13	1.19259691347754E-7	1.52645160344321E-9	3.10608210184734E-11	2.77675099420301E-14	1.64254867076567E-10	3012.876	empty Kapton Hexane	0.1	90	90	91	mask_short2.edf	456.736	556.579	0.80169	0
107	7602.113	12.9999999999999	-9.150001	8329.990438	485	486	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00485.tif	600	1.10689955074875E-6	5.36725257903495E-10	5.08452126455906E-13	1.19162014642263E-7	1.50882486320908E-9	2.83171183322334E-11	3.27571822546952E-14	1.61725147761839E-10	3012.876	Empty Kapton	0.1	90	90	91	mask_short2.edf	456.736	556.579	0.80169	0
108	35.471	133	-4.9999999999586E-6	8973.015959	486	487	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00486.tif	600	1.076346025E-6	5.28868316666667E-10	5.56087275000001E-13	7.3530607E-8	2.01736992726039E-9	2.8433609947105E-11	2.46449562474103E-14	1.37169579743519E-10	3012.877	Empty	1	108	108	109	mask_short2.edf	456.736	556.579	0.80169	0
109	640.387	123	1.00000000004177E-6	8973.015959	487	488	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00487.tif	300	1.04479685714286E-6	5.6704707641196E-10	5.48975192691029E-13	7.36507378737543E-8	1.26778604248679E-9	3.08981114647936E-11	2.49752447977875E-14	8.90054947414941E-11	3012.877	GC	0.0054	108	108	109	mask_short2.edf	456.736	556.579	0.80169	0
110	945.354	113	1.00000000004177E-6	8973.015959	488	489	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00488.tif	10	8.14425909090909E-7	5.85775454545455E-10	5.20703454545454E-13	7.35746727272727E-8	1.76045706874904E-10	1.88517454701873E-11	1.15064648729628E-14	2.02608040762979E-11	3012.877	AgBeh	0.02	108	108	109	mask_short2.edf	456.736	556.579	0.80169	0
111	964.053	88.1599999999999	2.00000000004147E-6	8973.015959	489	490	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00489.tif	600	8.68697006655574E-7	5.62607820299501E-10	5.60159710482529E-13	7.36383843594011E-8	1.3545806841807E-9	3.71822641870332E-11	1.74080162651974E-14	1.12169921346933E-10	3012.877	Empty Cap	0.1069038	108	108	109	mask_short2.edf	456.736	556.579	0.80169	0
112	1568.109	83.0999999999999	2.00000000004147E-6	8973.015959	490	491	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00490.tif	600	7.2802452579035E-7	5.32546056572379E-10	5.78703848585691E-13	7.37263490848586E-8	9.48706717809505E-10	2.67187466133824E-11	2.5231076111323E-14	9.61365716224879E-11	3012.877	Hexane Cap	0.09617711	108	108	109	mask_short2.edf	456.736	556.579	0.80169	0
113	2171.975	78.5599999999999	-1.9999999999582E-6	8973.015959	491	492	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00491.tif	300	7.35633576666667E-7	5.28228166666667E-10	5.83672903333333E-13	7.3739455E-8	8.64926542469528E-10	2.765286183256E-11	3.53123988717975E-14	8.81674763615193E-11	3012.877	223	0.1061594	108	111	109	mask_short2.edf	456.736	556.579	0.80169	3
114	2475.704	73.0299999999999	-2.99999999995833E-6	8973.015959	492	493	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00492.tif	300	7.36670358803987E-7	5.34969468438538E-10	5.99876906976744E-13	7.3639850166113E-8	9.26386231995377E-10	2.20666292785396E-11	2.51876618819213E-14	9.45191026987224E-11	3012.877	214neu	0.1043762	108	111	109	mask_short2.edf	456.736	556.579	0.80169	3
115	2779.399	68.5899999999999	-9.99999999958499E-7	8973.015959	493	494	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00493.tif	420	7.50738835714286E-7	5.60550595238095E-10	5.55868633333333E-13	7.3743929047619E-8	1.13474661482944E-9	2.56405463581533E-11	1.9762841368063E-14	1.11716821150491E-10	3012.877	211	0.1038688	108	111	109	mask_short2.edf	456.736	556.579	0.80169	3
116	3203.145	63.3299999999999	-1.9999999999582E-6	8973.015959	494	495	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00494.tif	600	7.45116023294508E-7	5.6799445923461E-10	5.78912858569052E-13	7.3804606156406E-8	9.33288459939667E-10	2.77870073010527E-11	1.78242777716694E-14	9.26099269986862E-11	3012.877	187	0.1011847	108	111	109	mask_short2.edf	456.736	556.579	0.80169	3
117	3807.166	57.9399999999999	-2.99999999995833E-6	8973.015959	495	496	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00495.tif	600	7.34477650582363E-7	5.97974858569052E-10	5.63530860232946E-13	7.37243071547421E-8	9.68397788981151E-10	3.72024899796813E-11	2.18988972018479E-14	9.85746970511721E-11	3012.877	193	0.0943534	108	111	109	mask_short2.edf	456.736	556.579	0.80169	3
118	4410.998	53.2699999999999	-1.9999999999582E-6	8973.015959	496	497	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00496.tif	600	7.38429305E-7	5.65626416666666E-10	5.90505561666667E-13	7.37003566666667E-8	8.3982104102197E-10	3.70067110954651E-11	1.98225818755583E-14	8.48232369387719E-11	3012.877	207	0.09635023	108	111	109	mask_short2.edf	456.736	556.579	0.80169	3
119	5015.827	43.5099999999999	2.00000000004147E-6	8973.015959	497	498	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00497.tif	600	7.47810768718802E-7	5.47364991680533E-10	5.66123996672213E-13	7.36597259567388E-8	9.11366248050968E-10	2.63303887686501E-11	2.39624792308028E-14	9.10921584173192E-11	3012.877	193neu	0.09644833	108	111	109	mask_short2.edf	456.736	556.579	0.80169	3
120	5623.457	22.9999999999999	9.499627	8973.015959	498	499	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00498.tif	150	7.72996473333334E-7	5.68519066666667E-10	5.6687976E-13	7.36742946666667E-8	8.80427555504736E-10	2.86862556558463E-11	2.01589712973534E-14	8.49420242762329E-11	3012.877	203	0.1	108	124	109	mask_short2.edf	456.736	556.579	0.80169	16
121	5777.997	22.9999999999999	1	8973.015959	499	500	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00499.tif	300	8.60452233333333E-7	5.63984466666667E-10	5.4038483E-13	7.36323316666667E-8	9.70340321754382E-10	2.51059861357482E-11	2.05305993839597E-14	8.58461969395569E-11	3012.877	217	0.1	108	124	109	mask_short2.edf	456.736	556.579	0.80169	16
122	6083.28	22.9999999999999	-9.149613	8973.015959	500	501	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00500.tif	300	8.5337384717608E-7	5.85285913621262E-10	5.45365870431894E-13	7.36857059800665E-8	1.02565316907498E-9	2.57034441190121E-11	2.14702108919891E-14	9.04022383431414E-11	3012.877	195	0.1	108	124	109	mask_short2.edf	456.736	556.579	0.80169	16
123	6392.23	12.9999999999999	7.799997	8973.015959	501	502	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00501.tif	600	8.3615844093178E-7	5.33440216306157E-10	5.75300560732113E-13	7.36969299500832E-8	1.04744710300255E-9	2.62781296097433E-11	2.44402460530452E-14	9.41115646533247E-11	3012.877	232	0.1	108	124	109	mask_short2.edf	456.736	556.579	0.80169	16
124	6996.565	12.9999999999999	1.16000000000041E-4	8973.015959	502	503	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00502.tif	600	8.67725948419301E-7	5.24428019966722E-10	5.63716888519136E-13	7.35951274542429E-8	1.25070585230964E-9	2.82885035112546E-11	1.96617169930783E-14	1.03074893621145E-10	3012.877	empty Kapton Hexane	0.1	108	108	109	mask_short2.edf	456.736	556.579	0.80169	0
125	7601.78	12.9999999999999	-9.149998	8973.015959	503	504	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00503.tif	600	8.59304520798669E-7	5.10480532445924E-10	5.68265990016639E-13	7.35640311148086E-8	1.17205824939863E-9	3.00496485068077E-11	2.76841520971218E-14	9.95051289143305E-11	3012.877	Empty Kapton	0.1	108	108	109	mask_short2.edf	456.736	556.579	0.80169	0
126	33.843	133	-1.9999999999582E-6	9999.991504	504	505	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00504.tif	600	5.33746981666667E-7	5.32907083333333E-10	6.09354096666667E-13	2.97697486666667E-8	8.50819621332438E-10	3.21750809953109E-11	2.31939449832739E-14	4.95736927874327E-11	3012.877	Empty	1	126	126	127	mask_short2.edf	456.736	556.579	0.80169	0
127	638.754	123	4.16333634234434E-17	9999.991504	505	506	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00505.tif	300	5.20198563333333E-7	5.626601E-10	5.949074E-13	2.9681915E-8	6.31977190955914E-10	2.49561615435271E-11	2.08593202551046E-14	3.65856900630767E-11	3012.877	GC	0.0054	126	126	127	mask_short2.edf	456.736	556.579	0.80169	0
128	943.651	113	4.16333634234434E-17	9999.991504	506	507	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00506.tif	10	4.32692909090909E-7	5.73891818181818E-10	5.51677E-13	2.96648818181818E-8	1.16447803367397E-10	1.98067219994536E-11	1.08253383873207E-14	1.37662499019743E-11	3012.877	AgBeh	0.02	126	126	127	mask_short2.edf	456.736	556.579	0.80169	0
129	962.402	88.1599999999999	-9.99999999958499E-7	9999.991504	507	508	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00507.tif	600	4.56474742096506E-7	5.56234792013311E-10	5.66044321131448E-13	2.97489357737105E-8	5.80743235037337E-10	2.77908122227174E-11	2.19493883720795E-14	3.94787546423226E-11	3012.877	Empty Cap	0.1069038	126	126	127	mask_short2.edf	456.736	556.579	0.80169	0
